,mean_no_cancer,mean_cancer,variance_no_cancer,variance_cancer,dif_abs_mean,logFC,abs_logFC
PLK3,0.021278495946877193,0.020683531682374526,2.068655268751213e-05,2.6047521360012037e-05,0.0005949642645026662,-0.040911683795675495,0.040911683795675495
C6orf47,0.012733132378488816,0.012377185428262974,1.7743395138760937e-05,2.1422110176185902e-05,0.0003559469502258418,-0.04090082789433963,0.04090082789433963
GEMIN7,0.06579673877394557,0.06768736169105027,0.0009498016563177515,0.0011593514279109724,0.0018906229171047062,0.04086979403876531,0.04086979403876531
ZNF598,0.05855827943404287,0.056923139129513765,0.00012088740059515782,0.00013635519786692467,0.0016351403045291035,-0.04085723303673073,0.04085723303673073
ETFB,0.023378603571462757,0.02405014304023437,9.149984673582606e-06,1.5036230518290733e-05,0.000671539468771614,0.04085499279169135,0.04085499279169135
NAIP,0.00870294376866672,0.008952895435506486,2.9341486852423325e-05,3.443325882674538e-05,0.0002499516668397657,0.04084623423254333,0.04084623423254333
SPTSSA,0.5206213814695652,0.5060892931537433,0.012182264700173265,0.00917242400024371,0.014532088315821867,-0.040842530672042715,0.040842530672042715
ALPG,0.29855606911078286,0.30712774916345165,0.009926342830881214,0.010387739488272369,0.008571680052668784,0.04083683521977128,0.04083683521977128
SLC25A48,0.9453624525303544,0.918981575964227,0.03305741551649092,0.024035580155522072,0.02638087656612742,-0.040831583536209644,0.040831583536209644
KCNMB2,0.35291216312989915,0.3630400409390311,0.00952786603143552,0.011498850604004004,0.010127877809131935,0.040819409259196554,0.040819409259196554
NOS3,0.24189447463688585,0.24883464882388745,0.003924435318113029,0.0043744452268153575,0.006940174187001602,0.04080940467699452,0.04080940467699452
KIAA0895,0.26984874833401234,0.2775906307294275,0.004751189219558331,0.006724265999662017,0.007741882395415178,0.04080773009314212,0.04080773009314212
SSR1,0.17669796936143697,0.1817658195090328,0.0013642786720702432,0.0016852075753721167,0.005067850147595837,0.04079524280255568,0.04079524280255568
EMILIN2,0.2601473131783586,0.25289475370962455,0.00226410945288193,0.0017929248913890953,0.007252559468734043,-0.04079153941833803,0.04079153941833803
F9,0.18382253691861375,0.18909385833599196,0.005460579567430806,0.00652811772849553,0.005271321417378211,0.040788633281663475,0.040788633281663475
ST8SIA6,0.047345254445912206,0.04602561544000933,5.7786768798978884e-05,5.480957916176253e-05,0.0013196390059028729,-0.04078194074276028,0.04078194074276028
TMEM53,0.10321001604373695,0.10616808580897921,0.0008178997059467994,0.001132315568418958,0.002958069765242266,0.04076678256266137,0.04076678256266137
FUBP3,0.016974121263925678,0.016501205585318406,9.693438214835055e-06,7.917758588065174e-06,0.0004729156786072719,-0.040763021301183804,0.040763021301183804
CLPX,0.2751689391150747,0.26750490677590344,0.0014831504472371043,0.0011319397897387854,0.007664032339171234,-0.04075212382134193,0.04075212382134193
DNASE2,0.1243353187451117,0.12789739408107653,0.0008486523850547403,0.0009039131146828682,0.003562075335964837,0.04075037914735964,0.04075037914735964
GPT2,0.4402403908787697,0.4279814838119575,0.00816281265059715,0.0061228892475547105,0.012258907066812208,-0.04074303961995441,0.04074303961995441
AL807752.6,0.08657765297654643,0.08905674652447246,0.0008248965645467672,0.0010695708092385,0.0024790935479260257,0.04072975223335574,0.04072975223335574
VDAC1,0.7346288136538093,0.7556596484180943,0.04387055955414866,0.057376285558732094,0.021030834764285022,0.040721048859751634,0.040721048859751634
TRAF2,0.024450179035646488,0.025149929484350672,0.00011570276209408505,0.00011352757011705658,0.0006997504487041839,0.04070768403507439,0.04070768403507439
COLQ,0.009012721161204785,0.008761967754343078,1.0899126751236699e-05,8.591713152303724e-06,0.0002507534068617069,-0.04070327095939703,0.04070327095939703
RACK1,0.02731210471950461,0.02809346675061455,0.00020833692304002386,0.00021128836286029938,0.0007813620311099417,0.040692700743481004,0.040692700743481004
PRIM2,0.06239141736783676,0.06417631212288713,0.0002228900175325247,0.0002943837724020745,0.0017848947550503716,0.04069266074166443,0.04069266074166443
SULT1A2,0.10169644983139987,0.1046056487809647,0.0003359869503220954,0.0004559437858948802,0.0029091989495648313,0.04069104937209159,0.04069104937209159
PCBP1,0.6218987359452599,0.6396866016806529,0.012980623671819813,0.014097981065954475,0.017787865735393038,0.04068551684833138,0.04068551684833138
RAB27B,0.07277306371869723,0.07074961962236088,0.0003077777638959457,0.00025651931899849263,0.002023444096336341,-0.040681590456653746,0.040681590456653746
UMOD,0.1815135309304862,0.18670368604683638,0.0016305984083805382,0.001813163725542752,0.005190155116350181,0.040673091719006085,0.040673091719006085
FAM184A,0.07959379923780084,0.07738117031203501,0.00025581022141394586,0.00032700496060344216,0.0022126289257658333,-0.040672975328137635,0.040672975328137635
TRAV36DV7,1.0066442735913876,1.0354144133903327,0.034597249776765183,0.041588605181683704,0.02877013979894505,0.0406543104884272,0.0406543104884272
CD3EAP,0.1812690627909522,0.17623244334247176,0.0006856060394688606,0.000572535660264162,0.005036619448480439,-0.04065295345956451,0.04065295345956451
MDH1,0.0025585246038754084,0.0024874412350312397,2.8964111129167933e-06,2.9178084130516256e-06,7.108336884416875e-05,-0.04063355662784387,0.04063355662784387
RPL3L,0.6262640575699873,0.644153541893156,0.00999975646261954,0.012817865279425399,0.017889484323168725,0.04063346696841966,0.04063346696841966
MFSD14A,0.06011244451679153,0.05844350354874992,0.00015027270850832,0.0001344599993070656,0.001668940968041606,-0.040620337302438435,0.040620337302438435
ACD,0.009106584599550906,0.00936663651916082,2.2450676346739696e-05,2.6715183079595742e-05,0.00026005191960991325,0.040616606712491454,0.040616606712491454
LIX1,0.09558702041668439,0.09293366711814774,0.00036236858198502377,0.0002613763870877635,0.002653353298536651,-0.0406129626872881,0.0406129626872881
C1orf50,0.01812850982372767,0.01864595335077606,5.93847326084301e-05,7.80397753863161e-05,0.0005174435270483904,0.04060001493948065,0.04060001493948065
PTPRN,0.45991831406115763,0.47303765731839426,0.00634326362957837,0.007371514131829272,0.013119343257236626,0.040577303066259264,0.040577303066259264
NDUFV1,0.1554047629232797,0.15109562071674465,0.0005082964203902486,0.0004277913589757222,0.004309142206535055,-0.04056860938445012,0.04056860938445012
DGCR6L,0.01686967314460547,0.016402011982548297,4.073891299842468e-05,3.301529407186251e-05,0.0004676611620571744,-0.04055678647201561,0.04055678647201561
RSL1D1,0.17619273635287266,0.18121523993653368,0.0007295904310569019,0.0011048377448626028,0.00502250358366102,0.04054961253948996,0.04054961253948996
KRT83,0.005055246146914706,0.004915111972231207,3.347938993101079e-06,2.7754612224726576e-06,0.00014013417468349953,-0.04054892239720971,0.04054892239720971
FANCD2,0.09695967575173041,0.09972306792710108,0.0007182468168479794,0.0007809718817262902,0.002763392175370666,0.04054198072339805,0.04054198072339805
FAM9B,1.1208494734915604,1.1527894167619825,0.033843737852171214,0.04082453931521845,0.031939943270422155,0.04053641848250382,0.04053641848250382
STRADA,0.06110062260524078,0.05940793117661169,0.0005999129141229869,0.0006389678376403513,0.0016926914286290937,-0.040530859229658295,0.040530859229658295
CRY1,0.9078688615454822,0.9337255652043275,0.021645498836054596,0.025408549605878517,0.025856703658845293,0.04051461994510099,0.04051461994510099
RAB35,0.15319663538278883,0.15755963601956904,0.001021969539158848,0.001328165594836926,0.004363000636780218,0.04051311642701278,0.04051311642701278
MUC19,0.29857518643371334,0.29030916440940463,0.008270288769010793,0.006457749045034252,0.008266022024308706,-0.04050402007466078,0.04050402007466078
JAK1,0.4330352474150713,0.4453619752307822,0.004830821163398565,0.005897524168074939,0.01232672781571087,0.040493835037853976,0.040493835037853976
SAMD12,0.30763936324718627,0.2991245661887475,0.0036293201331644488,0.003583321494225688,0.008514797058438772,-0.04049357868884265,0.04049357868884265
TAF8,0.05162259339801787,0.05019391037769929,0.00011234384248158374,0.00014547197696263461,0.0014286830203185802,-0.040489481181426326,0.040489481181426326
C20orf96,0.07281943770377591,0.07489174229748059,0.0009330788706121896,0.0008761986068361565,0.0020723045937046797,0.04048250437678458,0.04048250437678458
COL15A1,0.48342592099822135,0.4971803313667159,0.015810492467021132,0.01650633613434009,0.013754410368494563,0.04047430983130211,0.04047430983130211
MIF4GD,0.29436078690921913,0.3027321067266783,0.005080206382786222,0.00533803718354528,0.008371319817459144,0.040456058564714154,0.040456058564714154
ZNF429,0.2170386899326813,0.22321074057767534,0.002541337165439446,0.0030063192897704203,0.006172050644994043,0.04045402092558232,0.04045402092558232
C1QL4,0.01851184752254554,0.01800009595017074,2.1939941934827545e-05,1.6224500257054198e-05,0.0005117515723747981,-0.040442074005494544,0.040442074005494544
RAP2A,0.15517379868855574,0.159584529281938,0.00022021613891797805,0.000322644532210768,0.004410730593382262,0.04043556412189485,0.04043556412189485
CT45A1,0.07348530759433414,0.07145431637510488,0.0002618490656369326,0.00023141654573964734,0.0020309912192292556,-0.04043410963747427,0.04043410963747427
FAM221A,0.004512757239042701,0.004388011771745365,5.963783049230557e-07,5.187063954971763e-07,0.00012474546729733527,-0.04043268928383323,0.04043268928383323
UQCC2,0.3259238728684324,0.3169167627783348,0.002749989162858297,0.0023819733439649615,0.009007110090097581,-0.04043093222025612,0.04043093222025612
YWHAG,0.5307093187720298,0.5457882565490013,0.011223959410269073,0.013642776911582942,0.015078937776971557,0.04041939671721407,0.04041939671721407
TTC7B,1.2283600772408394,1.1944342497041318,0.00924071247634978,0.006810108331757583,0.03392582753670759,-0.04040605638378133,0.04040605638378133
FFAR4,0.3646472578173343,0.3750042038782833,0.01212261791382201,0.013028560078601216,0.010356946060949002,0.04040511443177611,0.04040511443177611
FGD2,0.4285779667260272,0.4407502757025341,0.006872758283466578,0.007908737090509831,0.012172308976506896,0.040403696331626486,0.040403696331626486
NDUFS6,0.18357000841013638,0.1785014482019034,0.0013769937641521122,0.0010898016551000459,0.005068560208232986,-0.040394368898575235,0.040394368898575235
IWS1,0.06935138755926641,0.07132063558642703,0.00035246707413221385,0.0004101584061463759,0.001969248027160614,0.04039423767735464,0.04039423767735464
RALGAPA1,0.02655250941494172,0.025819397476811973,0.0001285713287409926,0.00010794894799347057,0.0007331119381297456,-0.04039133628061029,0.04039133628061029
SPARC,0.01477423484474705,0.014366354083549889,6.356963674097069e-06,7.249476242758554e-06,0.00040788076119716195,-0.040386664403559404,0.040386664403559404
COL5A1,0.3804205018279502,0.39121723368978223,0.009623906435477112,0.010029596801201652,0.010796731861832054,0.04037482105311785,0.04037482105311785
LARP1,0.08581369905829508,0.08344583068080295,0.0002909658386676755,0.0002482990374602709,0.00236786837749213,-0.0403675288233344,0.0403675288233344
KLC4,0.10941397970640018,0.11251854565500928,0.0014901298684300258,0.0014690190968239957,0.0031045659486090976,0.04036536519409739,0.04036536519409739
RRAGD,0.2579985286159572,0.25088184167928906,0.000876201425571385,0.000848722231968764,0.007116686936668115,-0.04035462408267717,0.04035462408267717
LIMS3,0.06391957280726991,0.06215659120285712,0.0003166269146448031,0.00027403927935221216,0.0017629816044127944,-0.040349740678114754,0.040349740678114754
BIN3,0.005953875972823409,0.005789654786620038,1.9290904896991715e-06,1.6959249705863235e-06,0.00016422118620337042,-0.04034496793178941,0.04034496793178941
FOLR3,0.5814064928174288,0.597894759841505,0.01611771947551285,0.01856725605598223,0.01648826702407613,0.040344315477927085,0.040344315477927085
CACNG6,0.41084956747173507,0.42249891483164276,0.011646606495558088,0.01309381466052002,0.011649347359907691,0.04033729114003983,0.04033729114003983
MMP3,0.01344722730084404,0.013828258341031274,2.2662263246090177e-05,2.8408667782205014e-05,0.0003810310401872342,0.040307773054530635,0.040307773054530635
C2CD3,0.05020458978608131,0.04882144634468889,0.00011954223253597251,0.00014712173746171247,0.001383143441392419,-0.04030341378529768,0.04030341378529768
ZSCAN21,0.024810059222101076,0.024126629050978975,0.0001430968324428226,0.00014489888963942164,0.0006834301711221014,-0.04029717415770701,0.04029717415770701
ERAS,0.05899045790009174,0.0573662308707582,0.00032774992161569506,0.0003238721468404539,0.0016242270293335415,-0.04027918355658643,0.04027918355658643
PDZK1IP1,0.2543378426906823,0.2615349527169616,0.0029050128387432925,0.003058753455208321,0.007197110026279263,0.04025747631857939,0.04025747631857939
RBM26,0.051819847788591465,0.05039407311428098,0.0001654322644116409,0.0001984941522035143,0.001425774674310487,-0.040249922976132495,0.040249922976132495
LRP11,0.03801662564954988,0.03909205309527179,0.00014880813160488685,0.00014827144805590334,0.0010754274457219146,0.040243828033545315,0.040243828033545315
PELI3,0.002396001271715295,0.002463771233935323,9.693436592015532e-07,9.558286184271044e-07,6.776996222002812e-05,0.040223075657616306,0.040223075657616306
F2RL3,0.002396001271715295,0.002463771233935323,9.693436592015532e-07,9.558286184271044e-07,6.776996222002812e-05,0.040223075657616306,0.040223075657616306
DSG4,0.024382083146382776,0.025071410623456195,5.344089307526253e-05,4.7582349879128985e-05,0.000689327477073419,0.040220152167466806,0.040220152167466806
C1orf141,0.08028318180519863,0.08255280031620409,0.00029061247214345426,0.0003524367847578938,0.002269618511005461,0.04021886520734991,0.04021886520734991
PREB,0.019590053934748435,0.020143718713445478,3.072302389367109e-05,4.083973347787119e-05,0.0005536647786970432,0.040206648880678215,0.040206648880678215
LRTM1,0.05959181026692633,0.05795412208539247,5.147570427653168e-05,6.974239620462283e-05,0.0016376881815338626,-0.04020211086096677,0.04020211086096677
GLI4,0.6238234233218974,0.641451168631135,0.020788284967467995,0.02426912813502538,0.017627745309237608,0.04020165471712703,0.04020165471712703
ZNF2,0.014945750318730864,0.014535068881714047,5.1265717997294043e-05,3.955382905929071e-05,0.0004106814370168164,-0.04019469057165442,0.04019469057165442
ADGRB2,0.020818423342158717,0.020246423901246438,0.00010288621176545758,8.279615097257884e-05,0.000571999440912279,-0.04019174509414041,0.04019174509414041
SAMD15,0.34818946900199044,0.3386238220333907,0.0017882916855890085,0.0017341282652224782,0.00956564696859974,-0.04018898251059237,0.04018898251059237
KCTD11,0.040531617887589834,0.04167628454328935,0.00020157531150500976,0.0002129457500534185,0.001144666655699518,0.04017792480761014,0.04017792480761014
CHST12,0.9741497276544577,1.0016495867880366,0.03190915577803924,0.042921702758743505,0.027499859133578886,0.040162411353028754,0.040162411353028754
C10orf105,0.08008903664683462,0.07789027925083573,0.00027174354554246425,0.0003586433558899182,0.002198757395998882,-0.04016096736215201,0.04016096736215201
AC124312.1,0.16306608255480617,0.15858966043090372,0.0007622387332165498,0.0006859184785570059,0.0044764221239024515,-0.04015777088401648,0.04015777088401648
DGKD,0.10133730047182667,0.09855672005933307,0.00039362198384093535,0.0002797433128777431,0.0027805804124935996,-0.040138751376895765,0.040138751376895765
MCUB,0.13748758703040098,0.13371550499969512,0.0008007305510802238,0.0008765959288248274,0.0037720820307058645,-0.04013431277239661,0.04013431277239661
CCDC148,0.046764586217484985,0.04808381128336549,0.000254850590244159,0.00026555244260602893,0.0013192250658805027,0.04013398466148719,0.04013398466148719
SYN3,0.07064698663458564,0.06870887453896062,0.00031775516180483626,0.000239421835219675,0.0019381120956250275,-0.04013099767601467,0.04013099767601467
ARHGAP4,0.08763179847028194,0.09010301160039945,0.0007969000176100548,0.000901210154400009,0.002471213130117514,0.040120408249392815,0.040120408249392815
UBE3C,0.15608192285873282,0.1604794145831942,0.001031382269774661,0.0014650618755864505,0.004397491724461383,0.04008453842746836,0.04008453842746836
RGS19,0.14690269006051884,0.15104128806695452,0.00048265369969773003,0.0005586498616107626,0.004138598006435679,0.04008188939527565,0.04008188939527565
SYTL2,0.3759428718531982,0.3656427344056586,0.0019208509828798053,0.001324097389756617,0.010300137447539603,-0.040078644141406994,0.040078644141406994
IGHV3-49,0.07306659068408901,0.07106492921886373,0.0001728733157298789,0.00015233680121621117,0.0020016614652252768,-0.040073575431284224,0.040073575431284224
ZBTB7C,0.1280607364577469,0.1316673392084694,0.001525724726957003,0.0015332178493924296,0.0036066027507224985,0.04006900130543282,0.04006900130543282
CHRNA1,0.01828958223720642,0.01778887391102759,4.2903584929132087e-05,3.6024470438166015e-05,0.0005007083261788295,-0.040044715307381476,0.040044715307381476
UBE2Q2,0.33687769685492913,0.34635841069857126,0.002648508980804152,0.00368109517339397,0.00948071384364213,0.04004067299707737,0.04004067299707737
DHDH,0.21553087715772423,0.2215961952480198,0.0033508374653436024,0.004163442787557242,0.006065318090295563,0.04003836169046039,0.04003836169046039
GRK5,0.05971295407189978,0.061393079872741854,0.00013740496204332238,0.00017543309408831498,0.0016801258008420708,0.04003144301501774,0.04003144301501774
SESN2,0.0027607076400361944,0.0028384043153981027,6.192101034319482e-07,7.332329024796723e-07,7.769667536190825e-05,0.04002769438714476,0.04002769438714476
H2AFX,0.002760707640036195,0.0028384043153981027,6.192101034319482e-07,7.332329024796723e-07,7.769667536190782e-05,0.04002769438714445,0.04002769438714445
APOBEC3D,0.08500374782764196,0.08739513973341213,0.0005061343080049928,0.0005371267226608193,0.002391391905770174,0.0400261343161628,0.0400261343161628
LGALS12,0.018127372708977185,0.01763136159466252,2.6989825080757106e-05,2.6173644235888677e-05,0.0004960111143146664,-0.040023712248700646,0.040023712248700646
EFHB,0.3462597038312901,0.3559964353911815,0.003980946225921531,0.004583440097977345,0.009736731559891354,0.04000817868207637,0.04000817868207637
PRDM16,0.15050695767623848,0.15473912089115602,0.0007509254994990669,0.0010335167373053482,0.004232163214917539,0.040007538710262545,0.040007538710262545
LMF2,0.03486867608444855,0.03584914015312621,0.0005219177827933222,0.0006366386886251292,0.0009804640686776611,0.040005796511747925,0.040005796511747925
DGKG,0.030929926683495073,0.03179886794415172,8.834842666849414e-05,0.0001181311645918007,0.0008689412606566436,0.03997071752962394,0.03997071752962394
MNT,0.0713500677290017,0.07335434995846456,0.0003293214503842083,0.00040247863929727734,0.0020042822294628615,0.039967169499491514,0.039967169499491514
ARID4B,0.354063228136081,0.3640032550176169,0.004017199412152934,0.0048214492375102695,0.00994002688153589,0.0399442223307755,0.0399442223307755
KCNC3,0.30468829228837363,0.31323785427154544,0.0038744030665295377,0.004319822570659354,0.008549561983171805,0.039924375984303616,0.039924375984303616
RPS5,0.009211368738664573,0.008959931942128362,1.0832947737803603e-05,8.30361846505379e-06,0.00025143679653621097,-0.039923377078137846,0.039923377078137846
MPDZ,0.13141223554391493,0.12782600047328263,0.00018173199038550302,0.00014091540846382939,0.0035862350706322987,-0.03991798270091406,0.03991798270091406
EXOC3L4,0.343399890014151,0.353031839509041,0.004623685572586659,0.007029474970122608,0.00963194949488999,0.03990861237236452,0.03990861237236452
ROBO4,0.38644925881919484,0.37590755836202916,0.004063009328103431,0.0035194657681630243,0.010541700457165681,-0.03990097066868313,0.03990097066868313
C1orf21,0.15648781365525688,0.16087615355680407,0.0012150776479253698,0.0013182840542127867,0.004388339901547189,0.03989992881812539,0.03989992881812539
CASQ2,0.1030471409279747,0.10593500956176623,0.0008421375553307758,0.0008882652219032935,0.002887868633791521,0.039874593057865594,0.039874593057865594
MECR,0.7173804953918916,0.7374826725615204,0.015800517668389875,0.02133133792157802,0.02010217716962881,0.039870577372893415,0.039870577372893415
KRT12,0.692317334934622,0.7117112276295736,0.009526032442113152,0.012074110726200796,0.01939389269495162,0.03985846640750665,0.03985846640750665
ZBTB18,0.04965427229109459,0.048301232251365456,0.00012363219163485136,0.00012525343804378747,0.0013530400397291364,-0.03985704450553783,0.03985704450553783
SLC22A16,0.21169275696088247,0.21762113281603682,0.0027968488564479037,0.003574364728442946,0.00592837585515435,0.03984656681274775,0.03984656681274775
C1orf116,0.06656991546181731,0.06475652051965676,0.00031167708873111637,0.0002617779802542549,0.0018133949421605539,-0.039844260069532546,0.039844260069532546
REXO2,0.4135261778382533,0.4251058309250805,0.00629196500782435,0.007654053136369363,0.01157965308682718,0.03984329210066409,0.03984329210066409
FN3KRP,0.01849685962090785,0.0190147006490804,6.677668101224016e-05,8.179493138071879e-05,0.0005178410281725492,0.039832750430828644,0.039832750430828644
VAT1L,0.07173900992546688,0.06978571652134347,0.0002791677055843503,0.0002199966341759207,0.00195329340412341,-0.03982549059028065,0.03982549059028065
FASTKD5,0.6923759914842896,0.7117531030413295,0.012314603960947143,0.01433136792802989,0.019377111557039917,0.03982112166127752,0.03982112166127752
KMT2E,0.29070173698266305,0.2827903502148941,0.0020016340614513145,0.0015167629489759198,0.007911386767768924,-0.039806661719374824,0.039806661719374824
SAMHD1,0.08358139309213013,0.08130674617295777,0.00020681042337841607,0.00017641989519114024,0.0022746469191723545,-0.03980626170359115,0.03980626170359115
PLB1,0.02551912354192533,0.02623305882659195,0.00013023550289169818,0.00013921058687324048,0.0007139352846666225,0.039805719614346466,0.039805719614346466
CNIH1,0.08436965016858375,0.08672922279070294,8.617571171748271e-05,0.00011792185547308245,0.0023595726221191937,0.039793596432598104,0.039793596432598104
ZNF532,0.08118186671583716,0.08345222780653479,0.0008438125895332702,0.0008697104770092083,0.0022703610906976285,0.039792566129050286,0.039792566129050286
RSPH4A,0.23614020270868613,0.22971900007189386,0.000589382271009348,0.0007873939420281651,0.0064212026367922725,-0.039773322509252834,0.039773322509252834
DDX41,0.0870491235388754,0.08948190334298309,0.0002960190953625503,0.0003159758947045318,0.002432779804107693,0.03976572122203428,0.03976572122203428
SLC39A13,0.3048739269460677,0.3133923308968303,0.004766447861162978,0.005873167916932353,0.008518403950762587,0.03975697183430253,0.03975697183430253
TLE6,0.010193400843437955,0.009916318944071177,2.080561819673508e-05,1.5624600349139967e-05,0.00027708189936677743,-0.03975492707908338,0.03975492707908338
SMIM21,0.41093599431406225,0.4224107235222416,0.005096195761611385,0.005727982512719714,0.01147472920817938,0.03973266153449301,0.03973266153449301
KRT6B,0.19105777417998587,0.18586788831527246,0.0013457840877750264,0.0011390749676030583,0.005189885864713417,-0.0397312087256168,0.0397312087256168
RBM28,0.7204952341175073,0.7406064140445003,0.023600414917724213,0.02923865957378229,0.020111179926993072,0.03971810230266079,0.03971810230266079
WTAP,0.14056148617846498,0.13674456754391878,0.00015234818705051704,0.00013290413611073064,0.003816918634546196,-0.03971754372841545,0.03971754372841545
RPL23,0.5556981184912345,0.571207032527158,0.010001897433010063,0.012289459056672758,0.015508914035923471,0.039712315457344,0.039712315457344
RAB4B-EGLN2,0.7001094359050672,0.6811068278060091,0.012909342662859875,0.010562962114044335,0.019002608099058182,-0.03969929890927928,0.03969929890927928
TMEFF2,0.08342413892567241,0.08575018066068942,0.00041146719942962976,0.0004595055719287104,0.0023260417350170065,0.039674351202739114,0.039674351202739114
NBEA,0.1990652742192366,0.20461545365498954,0.0018929167408791548,0.0025225083653791763,0.00555017943575295,0.03967333943449251,0.03967333943449251
PIGH,0.3206677970605098,0.31197009030234885,0.0037481953324823257,0.002955180627120659,0.00869770675816095,-0.03967163418908438,0.03967163418908438
MIER3,1.2930930957724014,1.3291425796867768,0.016013358513888704,0.022613367420539956,0.03604948391437546,0.03966969813550783,0.03966969813550783
CTNNA1,0.15371167222766416,0.1579962958942037,0.0015178572048686393,0.0018247458011574605,0.004284623666539533,0.03966375988647131,0.03966375988647131
HDX,0.013907532319909922,0.013530543902450782,4.7047661016261223e-05,7.358637811810281e-05,0.00037698841745914015,-0.03964373413244688,0.03964373413244688
ZNF784,0.014423145510620936,0.014032262755880485,9.985281807571799e-06,8.553536621350133e-06,0.0003908827547404511,-0.039635379001730114,0.039635379001730114
ASRGL1,0.6870477344643409,0.6684342740846198,0.006164452304944825,0.004500850592872186,0.018613460379721114,-0.03962456938164285,0.03962456938164285
TMEM150C,0.38675101706605847,0.37627381796737736,0.0019515582496909968,0.001537387183199183,0.010477199098681111,-0.0396220750414176,0.0396220750414176
ADAMTS7,1.216679454952135,1.1837198352215608,0.019878422083650045,0.014290491311175362,0.03295961973057415,-0.03962143231837351,0.03962143231837351
SLC2A7,0.0384470029070975,0.03740679082426192,0.00014496236104696525,0.00011174185413862341,0.0010402120828355843,-0.03956989487738947,0.03956989487738947
TNFRSF11B,0.4054019818083362,0.39443540266010213,0.0020459924772131136,0.0025338199953012994,0.010966579148234068,-0.03956399547187078,0.03956399547187078
IDI2,0.033696462977929394,0.03463331266073216,6.661487100528771e-05,7.426352819011264e-05,0.0009368496828027692,0.039562065394202074,0.039562065394202074
CCNL1,0.404565547845768,0.4158130754963298,0.0037733591490605274,0.004703151128902675,0.011247527650561806,0.039561561350289924,0.039561561350289924
TNFRSF19,0.12325733970164837,0.12668321486707743,0.0007373105375998653,0.0009322661726087009,0.0034258751654290542,0.03955150954113529,0.03955150954113529
USP14,0.20123705451459142,0.20682993743851513,0.001876024009821713,0.0021275095675592818,0.005592882923923709,0.039548850363627534,0.039548850363627534
POU5F1,0.04759592997338849,0.04891837446570381,0.0005330805196196756,0.0005464380527599583,0.0013224444923153195,0.039537434217768924,0.039537434217768924
TMEM211,0.07793642196107932,0.0758324554871641,0.00010714163526607782,0.00011394064499482817,0.0021039664739152253,-0.03948174697182513,0.03948174697182513
CTNND1,0.003805462476710267,0.003911053428435468,2.8525802699464834e-06,2.9558682873511703e-06,0.00010559095172520084,0.03947521737776338,0.03947521737776338
KLK13,0.08179206378479985,0.08406032817324871,6.43609382508309e-05,0.00011597945105895827,0.0022682643884488624,0.03946374639199201,0.03946374639199201
ABI3,0.2891400260602041,0.28134827498002307,0.028946497188617096,0.026261146168181634,0.007791751080181042,-0.0394110808771989,0.0394110808771989
TADA1,0.09655005104283601,0.09394839268126477,4.614621250471006e-05,4.670241117216933e-05,0.002601658361571238,-0.03940812862554255,0.03940812862554255
SOD1,0.04626082005979921,0.04501446917710134,0.00018520072999238983,0.00014846598120401563,0.0012463508826978664,-0.03940117011661644,0.03940117011661644
DGCR8,0.012398192651564274,0.012064266658862455,1.2559324257558622e-05,1.4566288799531247e-05,0.00033392599270181886,-0.03938638405511967,0.03938638405511967
AC005943.1,0.10764017008212878,0.10474312562547457,0.0022752693419275595,0.002369830699382093,0.002897044456654216,-0.03936064318089687,0.03936064318089687
TP53,0.03513707588784282,0.03419172583077321,2.9839129422205215e-05,2.8603008549706435e-05,0.0009453500570696036,-0.039345755093484015,0.039345755093484015
LENG8,0.12964850416905319,0.12616245483645663,0.00024367732092999285,0.00027644800584642485,0.0034860493325965525,-0.03932261649248055,0.03932261649248055
ACE2,0.14429854698999287,0.14041871954940388,0.0004501770591996895,0.00039208517020604834,0.0038798274405889843,-0.039321218951140526,0.039321218951140526
DSTN,0.11963695254871769,0.12293904746858346,0.00045310441140558556,0.0005254231310085289,0.0033020949198657723,0.03927982133260015,0.03927982133260015
POU3F1,0.1992450424715348,0.1938934969198981,0.0009655960587653583,0.0008354436011729783,0.005351545551636694,-0.03927921123706064,0.03927921123706064
ZNF106,0.27988719492958913,0.2723742714667112,0.0021305961758773793,0.0016264717812064721,0.007512923462877907,-0.039254909255759064,0.039254909255759064
FUT3,0.22391789768944662,0.2300913895012917,0.002748352806969052,0.00322518340108629,0.006173491811845094,0.039236976077990676,0.039236976077990676
SH3GL1,0.1298149060522757,0.13339377734867747,0.0006810994218669687,0.0008167633579729704,0.0035788712964017755,0.039235019098739776,0.039235019098739776
SPINK5,0.07850457524541375,0.07639912806351494,0.00042405735620794864,0.00033609378043738793,0.002105447181898812,-0.03922005725237864,0.03922005725237864
WDR13,0.09836457486023448,0.0957266117889461,0.0013814654778687159,0.0013658726112042443,0.002637963071288371,-0.03921838441198591,0.03921838441198591
ZNF586,0.2677092547187147,0.2750858309462455,0.002693238466707151,0.003110808054743104,0.0073765762275307956,0.03921467321375967,0.03921467321375967
BRIP1,0.2925941226050953,0.3006558921931643,0.008493878835502835,0.009053768601107,0.008061769588068979,0.03921231017223509,0.03921231017223509
XAF1,0.700044470989876,0.7193318132078861,0.01841297515872274,0.02114864380890146,0.019287342218010095,0.03921078142615859,0.03921078142615859
TRNP1,0.09209268935215886,0.08962498539550258,0.00015654526881238082,0.00015400125596699198,0.0024677039566562836,-0.03918522450298896,0.03918522450298896
